City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
284,kerema,-7.9631,145.7785,80.56,82,90,2.39,PG,1683152843
285,beau vallon,-20.4189,57.6953,74.21,94,75,3.44,MU,1683152843
286,tosontsengel,48.7567,98.2839,25.11,67,83,4.07,MN,1683152843
287,uturoa,-16.7333,-151.4333,82.62,79,28,18.1,PF,1683152843
288,tsumeb,-19.2333,17.7167,70.43,31,72,7.09,,1683152844
289,minas de marcona,-15.2119,-75.1103,63.1,74,16,17.02,PE,1683152844
290,nalut,30.3333,10.85,70.57,20,12,8.7,LY,1683152844
291,matveyev kurgan,47.5645,38.8695,51.28,72,14,3.15,RU,1683152845
292,zakynthos,37.7914,20.8953,61.65,85,91,19.22,GR,1683152845
293,cova figueira,14.8905,-24.2934,73.94,61,7,9.66,CV,1683152845
294,margaret river,-33.95,115.0667,55.83,79,90,7.76,AU,1683152845
295,wynne,35.2245,-90.7868,68.83,36,2,4.97,US,1683152846
296,yeppoon,-23.1333,150.7333,64.18,57,9,7.67,AU,1683152846
297,agaro,7.85,36.65,61.63,99,100,3.02,ET,1683152846
298,mount isa,-20.7333,139.5,67.77,32,7,9.22,AU,1683152847
299,senica,48.6792,17.367,50.79,90,29,6.17,SK,1683152847
300,hadibu,12.65,54.0333,84.07,79,100,2.89,YE,1683152847
301,viqueque,-8.8673,126.3658,77.23,85,82,5.39,TL,1683152847
302,hirtshals,57.5881,9.9592,42.94,86,4,3.91,DK,1683152848
303,colonia,50.9333,6.95,53.85,66,0,3.44,DE,1683152727
304,east london,-33.0153,27.9116,65.17,86,2,9.4,ZA,1683152849
305,shengli,37.4564,118.4856,60.84,87,100,12.53,CN,1683152849
306,priargunsk,50.3691,119.1012,40.86,27,61,6.35,RU,1683152849
307,longyearbyen,78.2186,15.6401,22.84,86,75,1.14,SJ,1683152850
308,sao gabriel da cachoeira,-0.1303,-67.0892,80.58,79,100,1.97,BR,1683152850
309,labytnangi,66.6572,66.4183,28.18,99,100,1.41,RU,1683152850
310,kerikeri,-35.2268,173.9474,65.91,96,100,3.0,NZ,1683152850
311,aykhal,66.0,111.5,27.79,93,100,16.84,RU,1683152851
312,jatiroto,-7.8833,111.1167,75.04,95,100,1.3,ID,1683152851
313,tokar,18.4254,37.729,78.71,61,1,5.48,SD,1683152851
314,luderitz,-26.6481,15.1594,57.34,77,44,8.81,,1683152851
315,acapulco de juarez,16.8634,-99.8901,87.62,66,0,10.36,MX,1683152569
316,gorom-gorom,14.4439,-0.2361,93.13,20,21,1.79,BF,1683152852
317,aqsay,51.1678,52.995,60.49,25,59,16.13,KZ,1683152852
318,andergrove,-21.0833,149.1833,71.65,70,18,13.8,AU,1683152853
319,oyama,36.3,139.8,62.35,49,0,2.06,JP,1683152853
320,sisimiut,66.9395,-53.6735,34.07,95,100,31.72,GL,1683152853
321,san jeronimo,-11.9472,-75.2829,58.23,65,73,4.25,PE,1683152854
322,fyodorovka,53.6314,62.7078,52.12,35,2,10.83,KZ,1683152855
323,mizdah,31.4451,12.9801,63.3,52,0,8.34,LY,1683152856
324,martapura,-3.4167,114.85,75.29,100,40,3.44,ID,1683152856
325,san antonio de pale,-1.4014,5.6325,82.78,74,84,2.46,GQ,1683152856
326,tlaltenango de sanchez roman,21.7833,-103.3167,88.23,8,86,10.69,MX,1683152856
327,lagoa,39.05,-27.9833,60.21,77,9,23.31,PT,1683152856
328,necochea,-38.5473,-58.7368,56.3,48,0,8.88,AR,1683152857
329,antofagasta,-23.65,-70.4,60.08,79,55,8.05,CL,1683152857
330,christchurch,-43.5333,172.6333,65.95,65,100,9.22,NZ,1683152678
331,praia da vitoria,38.7333,-27.0667,62.85,72,20,12.21,PT,1683152857
332,ocean shores,46.9737,-124.1563,58.95,84,100,9.22,US,1683152751
333,usinsk,65.9939,57.5281,34.07,99,100,10.09,RU,1683152857
334,island harbour,50.724,-1.2758,52.47,80,100,5.01,GB,1683152858
335,broome,42.2506,-75.833,44.19,99,100,5.08,US,1683152858
336,jertih,5.7336,102.4897,76.33,88,86,3.02,MY,1683152858
337,kuraymah,18.55,31.85,82.17,8,0,11.45,SD,1683152858
338,sundsvall,62.3913,17.3063,30.16,55,74,5.75,SE,1683152858
339,kolonia,50.9333,6.95,53.85,66,0,3.44,DE,1683152845
340,taltal,-25.4,-70.4833,63.75,74,3,4.07,CL,1683152858
341,lompoc,34.6391,-120.4579,58.78,79,100,17.27,US,1683152859
342,olonkinbyen,70.9221,-8.7187,31.06,77,43,17.74,SJ,1683152859
343,san pedro pochutla,15.7333,-96.4667,90.72,46,6,7.05,MX,1683152859
344,moyynkum,44.2914,72.9469,42.93,27,0,19.8,KZ,1683152859
345,nurabad,34.0734,47.9725,40.89,39,0,2.17,IR,1683152859
346,constantia,44.1833,28.65,52.7,85,99,6.69,RO,1683152645
347,russas,-4.9403,-37.9758,79.16,76,82,7.54,BR,1683152859
348,gebeit,21.0667,36.3167,77.56,23,0,3.51,SD,1683152860
349,jimenez,28.3333,-105.4,88.59,12,83,7.02,MX,1683152860
350,san mariano,7.5,126.0,73.45,94,85,1.95,PH,1683152860
351,khash,28.2211,61.2158,69.1,29,5,3.94,IR,1683152860
352,sur,22.5667,59.5289,81.07,75,0,2.89,OM,1683152860
353,burao,9.5221,45.5336,74.59,71,100,6.44,SO,1683152860
354,ola,59.5833,151.2833,35.15,80,100,2.71,RU,1683152860
355,hani,38.4167,40.4,47.05,45,0,6.71,TR,1683152861
356,westport,41.1415,-73.3579,57.25,60,0,5.99,US,1683152622
357,acarau,-2.8856,-40.12,78.49,86,33,10.38,BR,1683152591
358,ancud,-41.8697,-73.8203,49.95,87,100,2.46,CL,1683152861
359,verkhovyna,48.1557,24.7911,51.24,99,100,2.89,UA,1683152861
360,sarykemer,43.0,71.5,33.28,44,0,14.56,KZ,1683152861
361,queenstown,-31.8976,26.8753,48.2,86,1,1.59,ZA,1683152861
362,bodaybo,57.8506,114.1933,31.69,95,100,1.52,RU,1683152862
363,saint-pierre,-21.3393,55.4781,73.08,64,75,10.36,RE,1683152862
364,usogorsk,63.4106,48.6872,42.69,74,86,10.78,RU,1683152862
365,ritchie,-29.038,24.6028,49.21,12,90,1.68,ZA,1683152862
366,korla,41.7597,86.1469,42.49,79,100,24.63,CN,1683152862
367,hilo,19.7297,-155.09,82.27,70,40,8.99,US,1683152856
368,nerekhta,57.4588,40.5747,40.89,76,87,4.63,RU,1683152863
369,kisangani,0.5167,25.2,68.23,99,100,1.79,CD,1683152863
370,saint-philippe,-21.3585,55.7679,72.99,82,83,9.53,RE,1683152863
371,inhambane,-23.865,35.3833,69.71,79,0,6.04,MZ,1683152854
372,mahanoro,-19.9,48.8,72.07,86,99,4.36,MG,1683152863
373,dingzhou,38.5131,114.9956,64.51,70,100,16.44,CN,1683152863
374,farasan,16.7022,42.1183,84.49,73,100,18.84,SA,1683152863
375,takoradi,4.8845,-1.7554,81.18,80,19,6.69,GH,1683152864
376,barra de santo antonio,-9.4047,-35.5072,78.08,84,100,6.98,BR,1683152864
377,ponoka,52.6768,-113.5815,80.89,28,76,14.52,CA,1683152690
378,miri,4.4148,114.0089,77.14,100,40,2.3,MY,1683152864
379,waingapu,-9.6567,120.2641,77.22,88,72,9.08,ID,1683152864
380,unai,-16.3575,-46.9061,74.28,49,1,2.98,BR,1683152681
381,qarazhal,48.0078,70.7903,39.56,40,0,9.13,KZ,1683152864
382,esmeraldas,-19.7625,-44.3139,76.06,62,0,3.58,BR,1683152865
383,grande prairie,55.1667,-118.8027,80.78,19,20,21.85,CA,1683152766
384,bria,6.5423,21.9863,70.34,96,85,1.68,CF,1683152865
385,dunedin,-45.8742,170.5036,57.79,98,85,1.99,NZ,1683152865
386,ratnagiri,16.9833,73.3,79.02,77,69,5.84,IN,1683152865
387,ryotsu-minato,38.0833,138.4333,59.95,63,0,7.34,JP,1683152823
388,malvan,16.0667,73.4667,79.83,75,58,7.65,IN,1683152865
389,taoudenni,22.6783,-3.9836,95.31,7,67,9.35,ML,1683152866
390,igugunu,-4.5667,34.6333,63.68,84,95,6.49,TZ,1683152866
391,shiyan,32.6475,110.7781,66.78,93,100,2.44,CN,1683152866
392,fada,9.5667,8.3,75.69,68,99,0.51,NG,1683152866
393,mwanza,-2.5167,32.9,68.05,100,75,0.0,TZ,1683152866
394,toormina,-30.3526,153.0903,62.49,67,0,9.22,AU,1683152866
395,puerto deseado,-47.7503,-65.8938,58.68,50,66,11.97,AR,1683152867
396,manokwari,-0.8667,134.0833,79.83,74,78,2.73,ID,1683152867
397,tual,-5.6667,132.75,82.94,80,62,11.72,ID,1683152867
398,remire-montjoly,4.9167,-52.2667,80.64,78,20,4.61,GF,1683152867
399,vilyuysk,63.7553,121.6247,26.6,90,91,8.52,RU,1683152867
400,san andres,12.5847,-81.7006,86.02,70,75,14.97,CO,1683152867
401,glenwood springs,39.5505,-107.3248,76.01,23,0,0.0,US,1683152867
402,pudasjarvi,65.3833,26.9167,28.45,97,70,7.56,FI,1683152868
403,camarinas,43.1311,-9.1817,62.92,86,54,16.98,ES,1683152868
404,carnarvon,-24.8667,113.6333,72.48,61,69,8.03,AU,1683152868
405,kununurra,-15.7667,128.7333,66.18,55,68,2.3,AU,1683152868
406,gizo,-8.103,156.8419,83.89,76,100,8.21,SB,1683152868
407,zaragoza,41.6561,-0.8773,70.25,48,0,14.97,ES,1683152868
408,ebon,4.582,168.6964,83.21,75,25,12.03,MH,1683152869
409,tanout,14.9709,8.8879,87.13,14,0,9.51,NE,1683152869
410,egilsstadir,65.2653,-14.3948,37.31,65,0,11.5,IS,1683152869
411,val-d'or,48.1002,-77.7828,51.89,62,75,13.8,CA,1683152720
412,ed damer,17.5928,33.9592,85.1,12,6,11.52,SD,1683152869
413,corbasca,46.2833,27.1667,52.83,68,93,11.05,RO,1683152869
414,selkirk,50.1436,-96.8845,72.07,37,44,14.94,CA,1683152869
415,kolonia town,6.9639999999999995,158.20600000000002,82.51,94,100,3.44,FM,1683152870
416,turan,16.0678,108.2208,78.78,94,20,2.3,VN,1683152870
417,basco,20.4487,121.9702,79.7,88,2,17.4,PH,1683152870
418,bonthe,7.5264,-12.505,73.98,93,72,9.35,SL,1683152870
419,namibe,-15.1961,12.1522,75.45,75,18,2.15,AO,1683152870
420,ketchikan,55.3422,-131.6461,54.07,50,20,12.66,US,1683152870
421,belmonte,-15.8631,-38.8828,76.82,83,1,5.21,BR,1683152871
422,san luis de la loma,17.2706,-100.8939,89.22,47,12,6.64,MX,1683152871
423,bamboo flat,11.7,92.7167,83.66,76,66,2.48,IN,1683152871
424,weiser,44.251000000000005,-116.9693,84.4,25,43,3.0,US,1683152871
425,hammerfest,70.6634,23.6821,28.85,80,75,11.5,NO,1683152871
426,winnemucca,40.973,-117.7357,66.25,24,20,6.91,US,1683152702
427,bandarbeyla,9.4942,50.8122,83.5,84,63,14.65,SO,1683152872
428,souillac,-20.5167,57.5167,73.78,94,75,3.44,MU,1683152872
429,todos santos,23.45,-110.2167,65.44,76,100,12.48,MX,1683152872
430,codrington,-38.2667,141.9667,54.5,65,99,4.74,AU,1683152872
431,vilyuchinsk,52.9306,158.4028,41.27,82,49,2.39,RU,1683152872
432,hibbing,47.4272,-92.9377,67.42,19,75,5.75,US,1683152872
433,sale,34.0389,-6.8166,67.75,94,97,0.0,MA,1683152873
434,severnoye,56.3491,78.3619,42.66,50,93,5.66,RU,1683152873
435,atamyrat,37.8357,65.2106,70.02,12,71,10.33,TM,1683152873
436,tieli,46.95,128.05,54.41,80,100,10.58,CN,1683152873
437,shenkursk,62.1091,42.896,35.56,85,55,8.08,RU,1683152873
438,santa cruz,-17.8,-63.1667,60.26,82,75,11.5,BO,1683152873
439,cole harbour,44.6724,-63.4751,38.98,93,100,13.8,CA,1683152873
440,yarmouth,41.7057,-70.2286,56.14,73,0,8.05,US,1683152874
441,chilca,-12.5211,-76.7372,71.92,85,46,6.71,PE,1683152874
442,nikolayevsk-on-amure,53.1406,140.73,37.98,85,96,6.82,RU,1683152874
443,vrangel',42.7297,133.0839,49.82,71,76,4.94,RU,1683152874
444,hirara,24.8,125.2833,77.27,88,75,10.36,JP,1683152874
445,calingasta,-31.3308,-69.4078,60.26,27,0,4.23,AR,1683152874
446,mao,39.8885,4.2658,57.76,88,0,1.14,ES,1683152874
447,nova sintra,14.8667,-24.7167,71.13,75,14,12.73,CV,1683152875
448,ceerigaabo,10.6162,47.368,66.96,73,67,4.65,SO,1683152875
449,susuman,62.7833,148.1667,24.75,88,98,1.43,RU,1683152875
450,el charco,2.4769,-78.1105,82.63,82,95,5.1,CO,1683152875
451,sao vicente,-23.9631,-46.3919,78.98,26,35,1.23,BR,1683152875
452,okhotsk,59.3833,143.3,32.02,78,100,2.62,RU,1683152875
453,kulhudhuffushi,6.6221,73.07,83.79,74,92,14.47,MV,1683152875
454,fort mcmurray,56.7268,-111.381,85.59,15,0,14.97,CA,1683152876
455,san patricio,28.017,-97.5169,83.16,61,100,11.97,US,1683152876
456,puerto madryn,-42.7692,-65.0385,64.18,43,7,10.96,AR,1683152876
457,ishigaki,24.3448,124.1572,77.13,94,75,8.05,JP,1683152876
458,arenas de san pedro,40.2104,-5.0869,61.09,58,43,5.17,ES,1683152876
459,tutayev,57.8853,39.5406,36.93,83,47,5.23,RU,1683152876
460,kailua-kona,19.6406,-155.9956,82.36,74,20,11.5,US,1683152876
461,ligatne,57.2343,25.0406,36.25,89,1,4.18,LV,1683152877
462,zhosaly,45.4878,64.0781,53.65,21,97,20.74,KZ,1683152877
463,tema,5.667000000000001,-0.0166,82.81,83,20,5.75,GH,1683152877
464,la sarre,48.8002,-79.1996,46.51,74,100,7.78,CA,1683152877
465,berdigestyakh,62.0989,126.6992,25.02,96,82,8.28,RU,1683152877
466,afaahiti,-17.75,-149.2833,85.87,82,57,18.57,PF,1683152877
467,callao,-12.0667,-77.15,73.69,78,100,11.5,PE,1683152877
468,moramanga,-18.9333,48.2,62.56,99,100,2.8,MG,1683152878
469,pyhajarvi,67.0701,27.2176,24.53,90,79,9.91,FI,1683152878
470,williams lake,52.1415,-122.1445,83.05,33,40,4.61,CA,1683152748
471,tsiombe,-25.3,45.4833,67.98,73,36,10.74,MG,1683152878
472,mukalla,14.5425,49.1242,85.19,76,83,2.89,YE,1683152878
473,kaa-khem,51.6833,94.7333,30.72,66,83,4.05,RU,1683152878
474,urumqi,43.801,87.6005,38.35,60,0,11.18,CN,1683152878
475,tottori,35.5,134.2333,62.67,72,0,8.05,JP,1683152879
476,vadso,70.0744,29.7487,29.28,69,75,12.66,NO,1683152879
477,krasnovishersk,60.4078,57.082,44.6,96,11,4.14,RU,1683152711
478,juneau,58.3019,-134.4197,47.41,49,100,4.61,US,1683152869
479,new plymouth,-39.0667,174.0833,63.55,1,100,17.52,NZ,1683152879
480,arvayheer,46.2639,102.775,32.49,79,84,2.77,MN,1683152879
481,yuzhno-kurilsk,44.0306,145.8556,49.86,72,93,4.34,RU,1683152879
482,novooleksiyivka,46.2269,34.6428,52.48,70,7,7.02,UA,1683152880
483,zhezqazghan,47.7833,67.7667,43.3,37,0,12.35,KZ,1683152880
484,kyzyl-mazhalyk,51.1333,90.6,29.28,64,93,2.42,RU,1683152880
485,mandalgovi,45.7625,106.2708,38.25,44,100,13.29,MN,1683152880
486,la passe,45.5549,-0.8967,66.43,68,100,12.82,FR,1683152880
487,hami,42.8,93.45,49.12,20,54,16.6,CN,1683152880
488,bam,29.105999999999998,58.357,77.83,16,3,6.04,IR,1683152881
489,dabou,5.3256,-4.3769,80.49,85,68,8.08,CI,1683152881
490,floresti,47.8933,28.3014,50.2,68,93,6.55,MD,1683152881
491,fada n'gourma,12.0622,0.3578,96.08,24,54,1.03,BF,1683152881
492,perryton,36.4,-100.8027,73.33,35,40,19.57,US,1683152872
493,tulle,45.3333,1.8333,53.49,72,98,3.51,FR,1683152882
494,kone,-21.0595,164.8658,81.37,71,0,1.57,NC,1683152882
495,cestos city,5.46,-9.5828,81.9,81,93,11.12,LR,1683152883
496,itamaraca,-7.7478,-34.8256,82.45,80,64,6.69,BR,1683152883
497,kabansk,52.0486,106.6528,30.58,66,45,1.48,RU,1683152883
498,alaghsas,17.0187,8.0168,88.63,12,4,4.7,NE,1683152884
499,north haven,41.3909,-72.8595,59.36,58,0,6.91,US,1683152672
500,kokopo,-4.352,152.2633,80.87,72,69,2.89,PG,1683152884
501,wenchang,30.904,118.4887,71.26,88,100,6.71,CN,1683152884
502,cortez,37.3489,-108.5859,75.96,18,0,13.8,US,1683152885
503,tupaciguara,-18.5922,-48.705,65.95,52,0,2.66,BR,1683152885
504,tegueste,28.5167,-16.3167,66.67,90,75,13.8,ES,1683152885
505,barcelos,41.5388,-8.6151,61.68,94,36,4.59,PT,1683152885
506,franceville,-1.6333,13.5836,74.44,90,89,2.66,GA,1683152886
507,vanino,49.0869,140.2543,58.17,42,95,7.0,RU,1683152886
508,huarmey,-10.0681,-78.1522,77.27,76,22,10.47,PE,1683152886
509,nueva palestina,15.8,-92.75,95.11,27,55,2.68,MX,1683152887
510,fuente obejuna,38.2667,-5.4167,57.56,68,0,5.03,ES,1683152887
511,ghanzi,-21.5667,21.7833,70.65,36,4,9.13,BW,1683152887
512,newcastle,-32.9272,151.7765,58.82,58,0,9.22,AU,1683152888
513,songea,-10.6833,35.65,60.15,88,0,0.0,TZ,1683152888
514,leua,48.2156,18.6071,48.72,87,93,3.98,SK,1683152888
515,goz beida,13.95,20.55,85.57,18,91,3.65,TD,1683152889
516,mweka,-4.85,21.5667,67.93,99,99,2.04,CD,1683152889
517,mulino,56.2892,42.9201,50.25,92,100,4.34,RU,1683152889
518,oban,56.4127,-5.4706,56.37,87,100,4.9,GB,1683152890
519,stronie slaskie,50.2955,16.874000000000002,43.27,82,3,1.95,PL,1683152890
520,chulucanas,-5.0925,-80.1625,87.06,59,37,1.92,PE,1683152890
521,cidreira,-30.1811,-50.2056,68.7,94,100,16.91,BR,1683152890
522,st. thomas,42.7736,-81.1804,47.48,86,100,16.37,CA,1683152890
523,labrador city,52.9463,-66.9114,46.31,57,75,9.22,CA,1683152891
524,filey,54.21,-0.2892,46.78,83,100,4.0,GB,1683152891
525,miranda,3.2499,-76.2281,82.53,73,97,1.54,CO,1683152891
526,lai,9.3952,16.2989,82.35,55,89,4.65,TD,1683152891
527,sola,-13.8833,167.55,81.82,78,86,19.42,VU,1683152892
528,santana,-0.0583,-51.1817,78.98,100,100,3.44,BR,1683152828
529,raduzhny,62.0961,77.475,36.73,93,100,7.34,RU,1683152893
530,avanigadda,16.0215,80.9181,80.33,80,87,4.12,IN,1683152893
531,mogocha,53.7333,119.7667,33.22,71,79,3.89,RU,1683152893
532,lerwick,60.1545,-1.1494,44.6,78,100,13.51,GB,1683152894
533,afif,23.9065,42.9172,82.26,20,97,17.16,SA,1683152894
534,noshiro,40.2039,140.0242,54.64,69,0,8.08,JP,1683152895
535,cadereyta,25.5833,-99.9833,85.68,53,99,12.82,MX,1683152895
536,carutapera,-1.195,-46.02,76.73,91,98,6.96,BR,1683152895
537,yantarnyy,54.8717,19.9381,35.46,81,0,5.1,RU,1683152895
538,kerrville,30.0474,-99.1403,85.55,46,40,9.22,US,1683152795
539,winslow,35.0242,-110.6974,80.78,12,0,17.27,US,1683152724
540,kutum,14.2,24.6667,78.35,9,100,11.39,SD,1683152896
541,vavoua,7.3819,-6.4778,81.19,63,77,6.67,CI,1683152897
542,licheng,23.2955,113.8284,72.55,94,6,3.83,CN,1683152897
543,cambria,35.5641,-121.0808,58.62,87,100,7.0,US,1683152898
544,buenaventura,3.8801,-77.0312,81.97,84,93,3.85,CO,1683152898
545,san luis,-33.295,-66.3356,56.68,35,0,7.74,AR,1683152696
546,atbara,17.7022,33.9864,84.34,12,6,11.21,SD,1683152899
547,holualoa,19.6228,-155.9522,78.64,76,20,11.5,US,1683152900
548,saudarkrokur,65.7461,-19.6394,41.07,69,79,1.97,IS,1683152900
549,abepura,-2.6333,140.5833,81.41,74,20,0.0,ID,1683152901
550,primero de mayo,-32.2552,-58.4228,61.56,49,41,7.67,AR,1683152902
551,pembroke,45.8168,-77.1162,49.98,96,100,8.88,CA,1683152902
552,moa,20.6569,-74.9403,83.25,71,96,5.19,CU,1683152902
553,saint-joseph,-21.3667,55.6167,71.98,80,49,8.75,RE,1683152903
554,greymouth,-42.4667,171.2,60.58,91,100,5.06,NZ,1683152903
555,piti village,13.4626,144.6933,83.28,77,20,8.05,GU,1683152903
556,san,13.3034,-4.8956,96.48,20,49,7.16,ML,1683152903
557,cabedelo,-6.9811,-34.8339,81.27,79,50,8.37,BR,1683152697
558,shahrak,34.1074,64.3052,54.0,49,99,1.59,AF,1683152905
559,bac lieu,9.285,105.7244,83.41,76,100,9.42,VN,1683152905
560,belyy yar,53.6039,91.3903,28.29,93,0,0.0,RU,1683152906
561,chalon-sur-saone,46.7833,4.85,51.22,91,9,3.02,FR,1683152907
562,prince george,53.9166,-122.75299999999999,79.25,22,0,4.61,CA,1683152726
563,ha'il,27.5219,41.6907,73.42,28,0,9.22,SA,1683152909
564,nishinoomote,30.7333,131.0,68.76,72,96,12.41,JP,1683152912
565,margherita,27.2833,95.6833,66.92,98,88,1.72,IN,1683152913
566,dubbo,-32.25,148.6167,46.53,87,0,2.3,AU,1683152913
567,katoomba,-33.7198,150.3074,46.04,67,0,3.49,AU,1683152913
568,santa marta de ortigueira,43.6833,-7.85,59.25,87,97,4.0,ES,1683152914
569,neiafu,-18.65,-173.9833,79.48,78,40,14.97,TO,1683152914
570,alakurtti,66.9672,30.3491,27.19,85,100,8.9,RU,1683152915
